State,Post_2005,Post_2006,Post_2007,Post_2008,Post_2009,Post_2010,Post_2011,Post_2012,Post_2013,Post_2014,Post_2015,Post_2016,Post_2017,Post_2018,Post_2019,Post_2020,Post_2021,Post_2022
Madhya Pradesh_Guna,11.82571429,9.712857143,10.5752381,9.55,11.79047619,12.50619048,7.58952381,9.516190476,8.65,9.852857143,8.191,9.4285,10.52133333,11.36333333,12.17785714,10.31206501,7.223157772,10.58121049
Madhya Pradesh_Gwalior,11.9616,15.358,15.2216,13.87565217,15.0973913,13.96826087,12.73041667,12.67375,10.158,13.35708333,12.16583333,12.66818182,16.51947368,14.86222222,11.39222222,14.80548121,12.32727204,14.89000449
Madhya Pradesh_Harda,7.398571429,7.711428571,7.258571429,8.064615385,8.006363636,7.07,5.456153846,7.585714286,6.292142857,8.027142857,8.891538462,8.122222222,6.648888889,7.767777778,5.572222222,7.66171011,5.697009264,7.985770442
Madhya Pradesh_Hoshangabad,6.406923077,6.573461538,6.714615385,7.732173913,6.444090909,6.877142857,7.155,6.314782609,6.043076923,7.369615385,7.6488,7.08,7.28375,7.34625,4.8375,7.895212169,6.400877055,7.738774036
Madhya Pradesh_Indore,13.553,4.9025,6.323,11.338,13.9265,9.7335,5.5405,7.875,7.179,8.357,8.983888889,6.184117647,8.409411765,11.61058824,3.635294118,10.61963166,4.366710492,11.53372962
Madhya Pradesh_Jabalpur,5.706956522,5.76173913,7.222608696,6.42826087,7.154347826,6.594347826,5.739130435,5.215652174,4.054347826,5.819130435,6.40826087,6.741428571,7.465714286,7.6345,5.345882353,7.054484036,5.898789555,7.378277716
Madhya Pradesh_Jhabua,5.810833333,4.090833333,5.928333333,6.104166667,13.035,6.966666667,4.714166667,3.3575,3.575,7.443333333,10.45583333,8.6725,9.4475,2.451818182,3.429090909,5.437124129,4.984843195,5.119031367
Madhya Pradesh_Katni,5.564444444,6.866111111,7.97,7.384444444,9.819444444,9.644444444,6.623888889,6.899444444,5.040555556,7.205882353,8.383529412,4.828235294,6.815882353,8.071764706,6.249411765,7.850299351,6.007448748,7.389563855
Madhya Pradesh_Mandla,3.613076923,3.925769231,4.2864,4.001538462,4.948461538,3.855769231,3.637307692,3.570769231,2.865769231,3.459230769,3.343076923,4.00173913,4.561304348,4.752173913,3.385652174,4.594567646,3.927001789,4.601369911
Madhya Pradesh_Mandsaur,14.07107143,9.892857143,12.53,12.41111111,10.98592593,12.55740741,7.833928571,10.69,8.318571429,10.49964286,9.41,9.003333333,10.39888889,8.335185185,7.263333333,9.27308507,7.219326396,9.323542812
Madhya Pradesh_Morena,15.07944444,17.84,17.77111111,17.44888889,17.29357143,17.3225,17.48235294,15.65705882,17.18777778,18.70444444,18.58388889,19.16277778,17.62888889,15.72555556,15.70333333,16.8322768,15.52879223,17.28424025
Madhya Pradesh_Narsimhapur,8.473846154,9.247692308,10.51769231,10.27708333,12.1428,12.39384615,10.39038462,10.9496,9.232692308,10.9084,11.45666667,11.16666667,11.14666667,11.41944444,9.129375,11.46752113,9.671240593,11.38719913
Madhya Pradesh_Neemuch,7.9012,5.8188,7.7952,7.429166667,10.16083333,9.995,5.0224,7.5912,6.0292,7.2164,6.6008,5.555909091,6.241363636,6.092727273,3.370909091,6.532309612,4.018781609,6.208449789
Madhya Pradesh_Panna,5.850526316,7.439473684,9.845263158,8.450555556,9.126842105,9.007368421,6.32,7.879473684,6.448421053,8.083684211,9.423684211,7.716111111,8.881666667,8.723888889,6.188333333,8.962329718,6.578776967,8.982969833
Madhya Pradesh_Raisen,5.9984,6.7472,7.492916667,7.13125,7.3572,7.4688,6.0764,6.65625,5.7024,6.2976,7.736,5.487272727,6.172272727,7.452272727,3.708636364,7.160188327,4.539470664,7.331462951
Madhya Pradesh_Rajgarh,8.455714286,7.573333333,9.292380952,10.75809524,12.53047619,12.77190476,5.717619048,7.44047619,6.907619048,7.994285714,7.891904762,6.4125,8.095263158,8.409473684,4.496315789,8.00384089,4.878419501,8.541652822
Madhya Pradesh_Ratlam,10.79241379,6.583103448,8.157931034,9.516785714,12.145,13.65214286,7.40037037,7.51037037,5.452222222,9.755555556,9.014444444,7.028846154,9.311153846,10.6773913,4.942727273,10.12040186,5.893401516,10.08946123
Madhya Pradesh_Rewa,8.572580645,9.36,9.224516129,10.07032258,10.95193548,11.54266667,7.470333333,7.560322581,5.000645161,7.502580645,9.609354839,6.416896552,9.294482759,9.981785714,6.165,9.399381463,6.190604052,9.332475841
Madhya Pradesh_Sagar,6.661142857,7.405714286,7.988,7.206,8.069142857,9.252285714,6.129714286,6.663714286,4.332285714,6.741428571,7.819714286,7.155714286,6.876571429,7.211142857,4.977714286,7.315615461,5.291817879,7.48543165
Madhya Pradesh_Satna,5.521818182,6.603030303,8.134545455,8.446969697,9.005757576,10.711875,7.484242424,6.761515152,4.236060606,5.947878788,9.195757576,5.017272727,8.74516129,8.350689655,5.74862069,8.406342681,5.978282005,8.355101187
Madhya Pradesh_Sehore,7.750909091,8.016818182,7.955714286,9.93,15.16761905,10.296,8.298,8.958095238,7.084090909,10.14380952,10.30047619,10.26,12.34176471,11.715,4.847142857,11.7378108,6.777383804,11.74328957
Madhya Pradesh_Seoni,4.430540541,4.376756757,4.628918919,5.108108108,5.691351351,4.758378378,4.073783784,5.110810811,4.012162162,4.690540541,5.235714286,5.017714286,4.571764706,6.367352941,3.302424242,4.438366673,4.787060921,5.28782065
Madhya Pradesh_Shahdol,3.938,5.006,6.888,6.948666667,8.033333333,7.81,4.987333333,5.216,5.135333333,6.911333333,8.330666667,6.119333333,7.528571429,7.748571429,5.565,7.147979141,6.19577282,7.441340051
Madhya Pradesh_Shajapur,9.621481481,6.952592593,8.967407407,8.62,10.22615385,10.24185185,7.978888889,8.544814815,9.862962963,11.71259259,10.62111111,5.758695652,9.9,7.475,3.505714286,8.335941865,5.131649615,8.270931218
Madhya Pradesh_Sheopur,10.62894737,10.85263158,10.83736842,8.481578947,10.64157895,12.88789474,10.34315789,7.916842105,7.812631579,9.13,10.50444444,9.527222222,15.13888889,11.36777778,6.965,12.27736909,7.447697244,11.38611338
Madhya Pradesh_Shivpuri,8.801388889,10.20777778,11.86305556,8.1325,9.803939394,10.20617647,6.668055556,8.280833333,4.864722222,8.460277778,8.256666667,8.572903226,11.67413793,7.695,5.772592593,10.60054047,5.93681011,9.575814119
Madhya Pradesh_Sidhi,8.194583333,8.361666667,9.23125,9.692608696,10.34434783,10.8526087,7.746086957,7.012083333,5.592083333,6.721666667,8.671666667,6.665217391,8.764347826,8.574347826,6.492173913,8.612132796,6.297669192,8.524575396
Madhya Pradesh_Singrauli,7.26,6.378571429,9.764285714,8.901428571,9.16,9.455714286,6.241428571,6.31,6.555714286,7.421666667,8.895,7.038333333,7.383333333,8.904,6.706,8.395405403,6.241883827,8.647651173
Madhya Pradesh_Tikamgarh,6.717368421,8.265263158,9.495263158,5.102105263,6.845789474,7.651578947,5.402631579,5.835263158,5.711578947,6.721052632,7.89,6.357894737,10.23789474,6.408823529,4.054705882,7.530363785,4.659207591,6.58501804
Madhya Pradesh_Ujjain,10.39645161,5.153225806,6.107096774,10.42935484,8.631290323,12.40548387,4.337,5.059655172,4.663448276,8.283928571,5.654285714,6.025769231,5.2616,8.424583333,2.276956522,6.183338386,5.860405835,8.233633091
Madhya Pradesh_Umaria,4.148461538,5.617692308,5.824615385,6.193846154,7.01,6.839230769,5.078461538,5.658461538,4.862307692,7.127692308,8.303076923,6.253076923,8.156153846,7.47,5.507,7.353130727,6.257435377,7.343468262
Madhya Pradesh_Vidisha,5.306923077,5.764615385,7.641538462,5.750769231,6.763076923,6.221538462,4.836923077,5.454,5.344230769,6.181153846,6.545769231,5.0984,6.962,6.493333333,3.744347826,6.519143842,5.518156769,6.401176627
Madhya Pradesh_West Nimar,7.806521739,5.596521739,6.012173913,8.876818182,10.55318182,5.199090909,5.750434783,6.225217391,5.497391304,5.949545455,6.534545455,6.292727273,6.196666667,6.7775,4.053,6.715023101,4.874900362,6.706996655
Maharashtra_Ahmadnagar,5.517959184,5.865306122,6.248461538,4.771153846,6.729423077,5.787115385,6.128269231,8.297692308,6.33,6.23627451,8.777916667,6.541875,7.471041667,9.143333333,5.925416667,8.308930555,6.091941463,8.799090724
Maharashtra_Akola,13.46333333,12.79304348,11.02869565,12.0125,12.30666667,11.35833333,13.22791667,11.22375,10.71869565,10.65217391,12.47956522,11.51913043,14.20521739,12.39714286,11.13545455,13.449577,11.97142366,13.3791995
Maharashtra_Amravati,7.65220339,7.069333333,5.356610169,7.17559322,7.088983051,6.587288136,5.838596491,5.673333333,4.55,5.418113208,5.188235294,5.212916667,6.040833333,6.173809524,5.439047619,4.616070199,5.223989142,5.091858158
Maharashtra_Aurangabad,9.2995,5.019,6.0825,6.456,6.143,5.085,5.771111111,10.03111111,5.579444444,7.79,8.738888889,7.182352941,7.583076923,7.250833333,4.079166667,7.443989428,4.454675303,7.651229416
Maharashtra_Bhandara,3.363846154,4.149230769,4.312692308,4.983846154,5.130769231,2.698076923,4.382307692,4.248461538,2.9864,4.590416667,4.067916667,4.917916667,5.95625,3.426666667,5.130833333,4.413090272,4.572352475,4.059871733
Maharashtra_Bid,3.961351351,3.968108108,5.268918919,5.279166667,5.173055556,4.980277778,4.741944444,5.643529412,5.0725,5.655357143,7.433571429,4.692592593,8.221153846,7.111111111,5.035925926,7.131486464,5.517873363,6.936574907
Maharashtra_Buldana,6.871538462,5.019230769,5.165789474,6.224210526,6.27,4.888947368,6.573513514,7.240810811,4.953055556,5.552352941,5.452647059,5.25,5.795294118,5.65,3.2996875,5.321746744,4.893602721,5.484543637
Maharashtra_Chandrapur,4.107307692,4.667884615,4.441886792,5.282641509,6.020769231,3.740588235,4.010961538,3.428461538,3.728461538,5.505208333,4.857333333,3.033777778,4.510227273,3.429545455,3.631136364,3.877434305,4.427078866,4.017233558
Maharashtra_Dhule,8.406060606,6.291212121,6.595454545,7.397575758,6.278484848,8.039393939,7.438181818,8.581818182,6.417741935,7.1,6.97,7.19,6.730357143,9.213571429,7.123076923,8.4780862,6.797402198,8.822950478
Maharashtra_Garhchiroli,4.139814815,3.646964286,3.041428571,4.254464286,5.425714286,4.257142857,5.073818182,4.445454545,3.238292683,3.97972973,4.522,2.558157895,3.873157895,2.4,2.077619048,3.524372519,2.5781422,3.529645847
Maharashtra_Gondiya,3.268076923,4.065,3.783333333,4.546666667,4.403703704,3.712962963,3.861111111,3.869259259,3.173076923,3.896,3.68,3.93125,6.154,4.5792,4.938,4.818733433,3.918974728,4.647809947
Maharashtra_Hingoli,4.436923077,4.671538462,4.943076923,6.032307692,5.908461538,5.015384615,4.476153846,5.99,4.588,6.55,5.933333333,5.955555556,6.915555556,5.026666667,5.632222222,5.6101495,5.417022639,5.586452864
Maharashtra_Jalgaon,13.01930233,9.127209302,9.517906977,10.13093023,10.00209302,9.436976744,9.882790698,12.61666667,10.8097619,9.944285714,8.808461538,8.470789474,9.911724138,8.891111111,7.54,9.681438478,7.766050354,9.761146378
Maharashtra_Jalna,5.9025,4.2878125,7.0828125,5.9665625,6.315,4.783125,6.434375,8.340689655,6.150344828,8.518214286,7.998214286,7.062962963,6.8356,6.593684211,4.148947368,7.02781922,4.637537079,6.996305267
Maharashtra_Kolhapur,4.495714286,4.391142857,3.87,4.524571429,3.455428571,3.466857143,3.343333333,4.008787879,3.6921875,3.865625,3.895333333,2.925333333,3.062903226,3.229655172,4.247241379,3.181094553,3.873177513,3.507196328
Maharashtra_Latur,6.909285714,6.649310345,8.564642857,8.156071429,10.49068966,5.582758621,6.155862069,8.257586207,6.550740741,9.485925926,14.475,8.544230769,7.575,6.966,7.44375,8.367444827,8.363961735,7.968143957
Maharashtra_Mumbai City,2.91,2.753333333,2.733333333,4.1,2.443333333,3.116666667,2.9,2.813333333,2.17,3.583333333,2.773333333,2.663333333,3.286666667,3.076666667,2.94,3.007738715,3.022571904,3.08019031
Maharashtra_Mumbai Suburban,3.193333333,3.106666667,3.44,4.45,3.453333333,4.483333333,2.48,4.065,3.605,8.39,1.35,9.45,10.3,11.3,8.37,9.480614858,7.430337293,10.28016183
Maharashtra_Nagpur,4.404146341,4.311219512,4.141136364,5.165909091,4.198181818,3.368409091,3.660227273,4.404883721,3.464186047,4.411666667,4.226585366,4.575121951,5.01125,3.887948718,4.571621622,4.054349891,4.461613142,4.168059397
Maharashtra_Nanded,3.596756757,3.784324324,5.704358974,6.683846154,7.731282051,5.097948718,5.652894737,5.386486486,4.37,6.6159375,7.02,3.6725,6.651851852,4.707777778,5.23962963,5.320491339,4.992600372,5.303152905
Maharashtra_Nandurbar,7.65,7.08,7.140909091,7.506363636,9.252727273,8.040909091,7.063636364,8.3,7.627272727,8.418181818,8.277272727,7.918181818,6.839,7.468,5.635,7.891974896,5.892137935,7.86648841
Maharashtra_Nashik,6.568070175,3.274827586,5.340338983,4.729491525,3.957288136,4.836949153,4.688135593,5.770517241,4.705,4.624545455,5.151666667,3.851111111,4.624038462,5.487307692,3.389615385,4.929236849,4.157664011,4.964739101
Maharashtra_Osmanabad,3.4395,3.821,4.333,3.0055,4.744,3.5525,5.23,7.325,5.381578947,4.9,7.215882353,3.632352941,2.382352941,4.544117647,3.900588235,4.802279564,4.150668462,4.681959692
Maharashtra_Parbhani,5.154285714,5.990952381,6.324761905,8.152857143,7.776190476,5.903809524,5.8035,7.016,5.211111111,7.981111111,8.944285714,6.007142857,6.587692308,5.884615385,12.38846154,6.444521514,9.385477873,6.129690145
Maharashtra_Pune,2.989761905,3.986666667,4.803571429,3.556190476,4.177142857,3.808571429,3.89125,5.530731707,4.60275,3.693846154,3.882307692,4.625897436,4.172,5.1178125,2.967333333,4.966435455,3.468636212,4.939902743
Maharashtra_Raigarh,1.918214286,1.844642857,1.542857143,2.446428571,2,1.714642857,2.665,1.971071429,1.812857143,2.813928571,1.250740741,1.457037037,1.394444444,0.873333333,1.593076923,1.05844071,1.811050764,1.155617945
Maharashtra_Ratnagiri,5.647959184,5.2478,4.8632,5.498163265,5.6888,5.3018,6.2866,5.8844,5.3264,5.5474,5.72,6.375,5.769,4.152653061,5.743958333,4.680415747,5.438443754,4.790675089
Maharashtra_Sangli,5.223548387,4.439677419,4.804516129,5.358387097,3.916451613,5.037419355,5.012580645,6.450322581,4.831034483,4.325862069,4.663076923,6.974615385,7.06625,9.440555556,3.753125,7.776380665,4.84385675,8.269213867
Maharashtra_Satara,3.514893617,3.757446809,3.810638298,4.490638298,2.934680851,3.511276596,4.789130435,5.255434783,4.359318182,4.610714286,4.514761905,3.812619048,3.738571429,4.937435897,3.591282051,4.870494412,3.799039329,4.859029813
Maharashtra_Sindhudurg,4.909736842,4.545,4.422631579,5.021842105,5.2,4.820263158,5.425526316,4.697894737,5.066842105,4.716842105,4.916052632,5.381842105,4.924444444,3.783611111,4.158611111,4.43507511,4.25842987,4.226539322
Maharashtra_Solapur,7.45984127,6.95859375,5.92109375,5.5540625,5.5996875,4.99,5.688125,6.928548387,6.032711864,5.610169492,8.735789474,5.994210526,5.619285714,8.429259259,6.20462963,7.662699522,5.575398679,8.203574323
Maharashtra_Thane,2.027659574,1.939574468,2.1,3.017446809,2.034042553,1.828888889,2.682444444,2.539302326,1.855238095,2.724047619,1.846976744,1.956829268,2.706190476,2.033658537,2.333170732,2.131183544,2.061668073,2.132240697
Maharashtra_Wardha,4.139411765,4.4906,3.835384615,4.916226415,5.821132075,3.854230769,4.455384615,5.2412,4.55875,4.835111111,5.136190476,5.139512195,4.705263158,3.877777778,3.925757576,4.088375843,4.225909402,4.22913148
Maharashtra_Washim,3.622272727,3.186363636,3.406818182,4.982608696,5.34173913,3.50826087,4.906521739,4.48173913,3.765217391,5.188695652,5.59173913,4.456521739,6.510869565,4.907272727,3.553181818,5.347276141,4.002517858,5.275531394
Maharashtra_Yavatmal,4.701509434,4.291964286,5.654821429,5.994821429,7.295178571,4.8875,4.22,4.553636364,4.119423077,5.2452,5.142553191,4.829787234,5.874468085,3.191304348,4.888372093,3.750122154,4.73717473,3.887468864
Meghalaya_East Garo Hills,2.03,2.074444444,2.456666667,1.714444444,2.22,1.941111111,2.468888889,1.974444444,1.776666667,3.157777778,2.622222222,2.548888889,2.211111111,2.284444444,2.31375,2.243815561,2.161172625,2.311494706
Meghalaya_East Khasi Hills,1.6025,1.47,1.4925,1.91,1.62,1.8225,1.7375,2.49,1.8125,2.1025,2.423333333,1.95,1.95,1.973333333,1.88,1.922466827,1.733991453,1.982428254
Meghalaya_Jaintia Hills,2.25,2.6,1.6,2.02,0.985,1.08,1.045,1.245,0.55,0.775,2.015,0.76,0.525,0.62,0.34,1.09090409,0.801547986,1.077651812
Meghalaya_Ri Bhoi,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.331545238,1.422284409,1.324768418
Meghalaya_South Garo Hills,3.35,3.54,2.875,4.685,4.755,4.755,4.685,4.07,3.925,4.525,3.73,3.73,3.73,3.73,3.73,4.52922878,3.732053477,4.437129296
Meghalaya_West Garo Hills,1.630909091,2.213,2.196,2.812,2.189,2.269090909,2.616363636,2.523,3.426363636,3.513636364,3.339090909,3.6125,2.808888889,2.72,2.81875,2.976871687,2.901988776,2.955056974
Meghalaya_West Khasi Hills,1.07,1.05,0.8,0.9,0.85,0.77,0.6,1.16,0.73,1.16,0.72,0.47,0.47,0.78,0.4,0.92157381,1.084590159,1.007178966
Nagaland_Dimapur,4.307777778,4.307777778,4.997142857,4.54125,5.49,5.627777778,7.355555556,7.062222222,8.04,7.905,6.284444444,6.423333333,6.598888889,7.215,4.398333333,7.059895778,5.401648207,7.248091883
Nagaland_Kohima,4.23,4.23,4.23,3.31,3.98,7.805,9.17,5.54,5.26,4.665,3.75,2.225,2.225,2.225,2.225,2.939704782,2.845854452,2.887710243
Nagaland_Mokokchung,2.374166667,2.374166667,2.68,1.86,1.86,1.86,3.2,2.08,3.82,1.47,1.47,2.73,2.73,2.73,2.523272701,2.671220577,2.528136871,2.763284119
Nagaland_Mon,2.85,2.85,2.78,1.53,1.53,1.53,4.3,2.68,2.68,3.41,3.41,1.22,1.22,1.22,1.22,1.544433642,1.539439987,1.545937099
Odisha_Anugul,2.885428571,3.198285714,3.268285714,3.356285714,3.425428571,3.521714286,3.588285714,2.868787879,2.703636364,3.076060606,4.242424242,3.27969697,3.465,1.868709677,2.989,2.297514321,2.833425555,2.498946868
Odisha_Balangir,2.961351351,2.961621622,3.113513514,3.166216216,2.590540541,3.390540541,3.43972973,3.507837838,3.565135135,3.322162162,3.99,3.407096774,3.401034483,2.214615385,3.146538462,3.018680742,2.861485545,2.797307197
Odisha_Baleshwar,2.743333333,2.6875,3.391071429,3.779642857,2.440357143,2.878571429,3.644642857,5.187857143,3.172142857,3.384642857,3.571071429,2.930952381,2.81,2.345625,2.271666667,2.551646765,2.386317745,2.735709414
Odisha_Bargarh,3.654666667,3.496595745,2.694782609,2.408085106,2.21,3.125106383,2.931304348,3.082,2.478139535,2.491,2.64525,2.847142857,2.192692308,0.998076923,2.595217391,1.470167408,2.384909,2.116174492
Odisha_Bauda,2.149230769,2.4888,2.4432,2.566538462,2.445769231,2.883461538,3.266153846,3.312307692,2.818461538,2.255769231,4.11,3.1192,2.710833333,2.231666667,2.773913043,2.409697731,2.649884028,2.478350247
Odisha_Bhadrak,2.703846154,2.570666667,3.407333333,2.540666667,1.931333333,2.961333333,3.299333333,5.018666667,2.943333333,2.938,3.305333333,3.2775,3.182727273,2.234285714,1.69,2.471832517,2.112749478,2.564390801
Odisha_Cuttack,1.878648649,2.239722222,2.234054054,2.297567568,2.411351351,1.651081081,2.723513514,2.295405405,1.592972973,2.068333333,3.081764706,2.6075,2.479375,2.310869565,2.3745,2.533513215,2.207444558,2.476762151
Odisha_Debagarh,4.056666667,3.96,2.023333333,3.953333333,3.653333333,3.18,2.95,3.143333333,1.883333333,3.866666667,3.866666667,3.85,2.686666667,1.42,2.36,3.426707911,2.85362234,2.379182628
Odisha_Dhenkanal,3.409487179,3.648205128,3.213076923,3.17974359,3.486923077,3.609736842,3.907631579,3.295135135,3.192051282,3.441025641,4.181578947,3.392727273,3.262121212,2.349393939,2.7359375,2.753972124,2.741071444,2.750190036
Odisha_Gajapati,3.664666667,3.904,3.730666667,3.297333333,3.644,2.189285714,3.727142857,3.18,3.111666667,2.013333333,3.265833333,3.355,2.659090909,3.155555556,2.227777778,3.034514882,2.864846785,3.087567293
Odisha_Ganjam,2.371647059,2.099425287,2.126781609,1.937931034,2.448850575,1.351494253,2.871494253,1.394367816,2.095402299,2.031954023,2.514883721,2.570128205,1.703,1.679230769,2.028513514,1.53769116,1.927658385,1.651568675
Odisha_Jagatsinghapur,1.290833333,1.626666667,1.314166667,1.4375,1.2275,1.263333333,1.498333333,1.771666667,0.913,1.515,1.955,2.18,1.703,1.017142857,1.535714286,1.050922599,1.481063175,1.22059589
Odisha_Jajapur,1.86625,1.987391304,1.971666667,2.288,2.2424,2.2028,2.4508,2.8084,2.66625,2.316521739,2.630909091,2.752,2.96,2.258235294,3.159166667,2.407204921,2.913804681,2.408635676
Odisha_Jharsuguda,3.534285714,2.642857143,2.998571429,3.438571429,3.337142857,4.072857143,3.162857143,3.19,2.932857143,3.34,3.883333333,3.45,2.803333333,2.761666667,2.905,2.849968602,2.888600927,3.108433735
Odisha_Kalahandi,3.17372093,2.857674419,2.384186047,2.178604651,2.02627907,2.50627907,2.693255814,3.16372093,2.930714286,3.027380952,3.22125,3.321666667,3.056206897,2.026071429,3.193333333,2.29333025,2.399472837,2.319517302
Odisha_Kandhamal,4.9946875,5.455,5.0815625,7.836875,7.88375,8.079032258,7.075,6.5,6.5,6.5,6.5,5.825555556,4.9124,3.9272,5.719166667,4.537772333,5.494636932,5.128922608
Odisha_Kendrapara,2.145,2.524,2.016666667,1.751111111,2.197777778,1.248888889,1.937777778,2.049,0.95,1.35,2.22,2.24,2.16,2.166666667,1.6,1.936339436,1.60484225,2.067156637
Odisha_Kendujhar,3.467647059,2.886862745,2.546078431,3.442941176,3.8978,3.9858,3.17755102,3.8625,3.049787234,3.208297872,3.416808511,3.432608696,2.296904762,2.300952381,2.79925,2.579450557,2.593235143,2.733517788
Odisha_Khordha,2.9175,4.198666667,3.63125,3.6075,3.385,2.785,3.71625,3.614375,2.39375,3,4.585714286,4.460714286,4.523571429,3.202307692,3.820769231,3.801951452,3.728470396,3.778838646
Odisha_Koraput,3.807727273,3.910909091,3.782727273,4.351363636,4.390731707,3.360512821,3.87025,3.403076923,3.155641026,3.345263158,3.709736842,3.444736842,1.82969697,1.28030303,2.980909091,2.118386804,2.729215285,2.115688163
Odisha_Malkangiri,2.2225,2.324117647,1.804117647,2.981176471,2.758125,2.154705882,2.59875,2.008125,2.058461538,1.92,1.8575,1.931818182,1.741666667,0.62,3.34,0.93951148,2.870506106,1.191726468
Odisha_Mayurbhanj,3.67859375,3.77890625,3.75453125,4.046507937,3.823174603,5.007741935,4.428196721,4.525166667,3.489166667,3.758833333,4.063,3.757884615,3.284255319,2.436595745,3.556041667,2.890227653,3.286265798,3.038334784
Odisha_Nabarangapur,3.144117647,2.659411765,2.324705882,2.42,2.315882353,2.599411765,2.895882353,3.078235294,2.14625,2.4275,2.270769231,2.264285714,1.284285714,1.570833333,1.963333333,1.507795752,2.100477823,1.607825105
Odisha_Nayagarh,2.233076923,2.498461538,2.832307692,3.028461538,3.392307692,2.856153846,4.192307692,4.577692308,3.008461538,2.709230769,4.193076923,3.408333333,1.59,2.44,2.171666667,2.141841472,2.389217515,2.385784411
Odisha_Nuapada,2.792142857,3.398571429,3.517142857,3.245,2.779285714,4.032142857,3.815714286,3.823571429,2.793333333,3.130833333,3.664545455,3.466666667,3.506,2.702,3.103,2.78708605,3.086335807,3.236709359
Odisha_Puri,1.760277778,1.703333333,1.957714286,1.772571429,1.874285714,1.574571429,1.873428571,2.088108108,1.270810811,1.798918919,2.563939394,2.425,1.722333333,1.216296296,1.518888889,1.266849817,1.537522742,1.51648365
Odisha_Rayagada,3.05625,3.354375,3.56875,3.635625,4.045625,3.78875,3.609166667,3.429166667,2.926666667,3.0475,3.96,3.922727273,2.984,2.68,2.054,3.755599962,3.000584555,3.457184692
Odisha_Sambalpur,3.49,2.730857143,2.591428571,2.966857143,3.370857143,3.922571429,3.411714286,2.916,2.527428571,3.146571429,3.340333333,3.580689655,3.114482759,2.001034483,2.843103448,2.455786992,2.777675101,2.473499365
Odisha_Subarnapur,2.257083333,2.413333333,2.092916667,2.105,1.972083333,2.434166667,2.761666667,2.472083333,1.848333333,2.344166667,2.593636364,2.766842105,2.634444444,2.098421053,2.673888889,2.147609328,2.516130372,2.215191993
Odisha_Sundargarh,4.156285714,3.410285714,3.104857143,3.799428571,4.236571429,5.344571429,4.464,4.4075,3.847741935,3.807857143,4.28125,3.710416667,3.154166667,3.401304348,3.211363636,3.502860291,3.401859153,3.681111558
Puducherry_Karaikal,1.043333333,1.686666667,1.703333333,2.17,2.176666667,2.273333333,1.843333333,1.036666667,4.94,3.08,3.08,2.896666667,4.986666667,3.503333333,3.443333333,3.761796518,3.349695515,3.720852101
Puducherry_Puducherry,8.325,9.078333333,7.395,7.633333333,7.678333333,6.915,5.583333333,6.556666667,5.971666667,6.995,6.505,7.59,7.995,8.65,9.413333333,8.294804297,6.478173021,8.466786937
Puducherry_Yanam,1.29,1.39,1.3,1.9,1.9,1.06,1.74,1.03,0.6,1.69,1.67,1.69,2.1,1.75,1.49,1.825234168,1.515991575,1.880284475
Punjab_Amritsar,9.96,8.698,10.218,10.04,10.848,11.932,12.044,12.596,11.3325,12.15333333,13.70666667,12.84333333,14.06,14.85666667,14.08,14.67089185,14.2631814,14.6397595
Punjab_Barnala,18.26166667,18.87166667,21.02333333,21.15333333,22.04666667,23.56142857,23.52166667,23.71833333,24.24333333,26.2875,27.90666667,28.66666667,29.12333333,31.035,41.23,30.40821913,28.02173174,29.80616674
Punjab_Bathinda,9.735217391,10.1326087,10.55090909,10.49608696,11.20652174,11.63416667,11.5925,12.295,12.03173913,12.48782609,13.74818182,13.68136364,15.23285714,16.92380952,17.154,16.26248455,14.98534401,15.96084771
Punjab_Faridkot,6.507142857,6.595714286,6.788571429,6.778571429,7.161428571,7.638571429,7.117142857,7.95,7.527142857,7.992857143,7.924285714,8.378571429,8.805714286,9.628571429,9.785714286,9.43096518,7.816305342,9.304610946
Punjab_Fatehgarh Sahib,19.24,20.865,21.71,20.8575,20.085,21.865,22.52,22.975,23.785,29.45,30.18333333,30.25,31.23666667,31.62666667,32.46333333,29.79187089,29.50221227,29.75603737
Punjab_Firozpur,4.032,3.757333333,3.233333333,3.131428571,3.495714286,3.305,2.935384615,2.97,2.636153846,2.63,2.65,3.026923077,3.040833333,3.093333333,3.235833333,2.942714475,2.982807461,3.003542
Punjab_Gurdaspur,7.367916667,7.124782609,7.985217391,7.200869565,7.362857143,7.237272727,7.766363636,7.759583333,6.792173913,7.032272727,7.05,7.919,7.644,7.0555,7.4,7.502085108,6.221689853,7.528292135
Punjab_Hoshiarpur,12.04571429,11.96642857,11.69,10.51153846,11.14846154,12.13142857,11.345,13.51230769,12.80153846,13.48230769,12.07083333,12.8825,14.32916667,11.48166667,12.91166667,11.99963039,11.6093242,12.06717612
Punjab_Jalandhar,15.276,16.849,18.445,18.325,18.244,18.808,19.298,19.105,19.542,19.907,21.256,21.701,22.696,22.791,21.63,23.62548745,21.26098474,22.09330196
Punjab_Kapurthala,11.83857143,12.17285714,13.16142857,12.55571429,12.78714286,14.16,13.64857143,16.10142857,14.65285714,15.465,18.424,19.282,19.28,20.56,19.645,20.22820446,19.41011495,20.10557208
