State,Pre_2005,Pre_2006,Pre_2007,Pre_2008,Pre_2009,Pre_2010,Pre_2011,Pre_2012,Pre_2013,Pre_2014,Pre_2015,Pre_2016,Pre_2017,Pre_2018,Pre_2019,Pre_2020,Pre_2021,Pre_2022
Madhya Pradesh_Dhar,13.70258065,13.5316129,12.23677419,11.66741935,13.88866667,10.9916129,12.8583871,12.12225806,12.75466667,11.71233333,12.56178571,9.813076923,11.13291667,10.83916667,12.49916667,11.3275012,12.12817429,11.1015174
Madhya Pradesh_Dindori,5.568,5.415,5.076,4.806,4.974,5.094,5.396,4.452,5.553,4.832,4.481,4.051,5.435,5.716,6.115,4.940883798,5.872657903,5.24961809
Madhya Pradesh_East Nimar,11.70105263,12.01842105,11.22210526,10.92,10.14894737,9.329473684,9.882777778,10.6,8.99,7.788947368,7.765555556,6.275,7.667333333,9.626666667,8.407333333,9.254668748,10.41276567,9.419135897
Madhya Pradesh_Guna,16.87714286,15.28809524,12.71666667,13.90190476,13.02571429,15.28809524,16.17095238,14.81190476,13.32285714,12.39142857,11.7505,10.252,16.63647059,16.416,25.35071429,16.12093696,16.49637495,15.85935916
Madhya Pradesh_Gwalior,14.6312,14.4128,15.7428,18.42875,16.48086957,15.80086957,16.03583333,15.30958333,15.23625,12.27,13.46583333,13.34916667,15.00842105,15.80842105,15.06833333,15.61861887,15.26710893,15.67488338
Madhya Pradesh_Harda,10.47,10.60857143,9.091428571,9.005,10.30545455,7.815833333,7.468461538,7.552142857,8.754285714,8.748571429,8.878461538,9.312727273,9.564444444,10.38888889,11.09,10.10344488,10.95660092,9.768855631
Madhya Pradesh_Hoshangabad,9.522608696,9.02,8.542692308,8.727692308,8.963181818,7.931818182,9.395454545,8.029545455,8.205384615,8.108461538,8.834,8.138181818,7.828888889,8.528125,9.070625,8.425990342,9.076370639,8.496179997
Madhya Pradesh_Indore,15.8625,16.9325,12.7405,18.9705,17.2695,12.5915,13.5115,13.42,14.5495,15.6695,15.4765,12.82611111,17.29823529,20.86882353,17.55823529,19.31447188,17.85985412,17.36814251
Madhya Pradesh_Jabalpur,9.936521739,9.034347826,9.650434783,10.24217391,10.31565217,9.155652174,10.21086957,8.816521739,10.0926087,7.969130435,9.322173913,7.798695652,9.596190476,9.883809524,8.37,9.693572109,9.912778294,9.729331097
Madhya Pradesh_Jhabua,13.3925,13,11.73416667,11.59833333,14.49833333,8.096666667,9.808333333,14.89333333,10.67583333,15.28583333,11.09916667,11.93583333,14.59083333,15.08916667,11.16181818,14.10998335,12.45691461,14.22513006
Madhya Pradesh_Katni,10.24,9.046111111,9.982777778,11.21277778,11.05277778,11.11944444,11.65444444,10.58388889,10.60888889,9.392222222,10.47941176,9.887058824,10.44941176,10.90294118,9.935882353,10.75519404,10.47563615,10.47112441
Madhya Pradesh_Mandla,7.341153846,6.582307692,6.924,6.7972,7.489615385,6.303461538,7.611153846,5.666923077,5.707692308,5.001923077,5.66,4.7388,6.550434783,7.839565217,6.566086957,7.162492357,6.904889416,7.156796406
Madhya Pradesh_Mandsaur,16.06714286,16.91392857,15.85642857,17.2875,16.63518519,14.80296296,16.81571429,17.09892857,16.27285714,15.1875,16.49,14.28857143,15.13185185,14.85259259,13.75703704,15.32071655,15.22603211,15.19869921
Madhya Pradesh_Morena,17.49058824,17.9,18.08111111,20.00333333,18.09428571,16.515,17.62764706,17.50764706,17.42176471,18.09722222,19.15666667,18.80722222,16.23,16.83222222,16.29222222,17.29100846,20.14811387,16.81754691
Madhya Pradesh_Narsimhapur,13.0976,12.19807692,13.24153846,13.89,13.76875,12.67346154,13.49807692,12.18333333,13.37461538,13.32461538,13.48208333,13.26363636,13.165,13.05388889,12.4375,13.11369489,13.77099077,13.41475453
Madhya Pradesh_Neemuch,13.06458333,9.4196,11.3288,13.394,10.60347826,14.585,13.2816,11.2144,11.8412,9.158,11.0364,14.9526087,9.54,9.838181818,9.908636364,10.27719518,11.88125513,10.35365385
Madhya Pradesh_Panna,9.879473684,9.977894737,11.24789474,12.65684211,12.95777778,10.39368421,11.84947368,11.86105263,10.44631579,10.11315789,10.29368421,10.70888889,12.12166667,13.50555556,12.71555556,11.79553937,12.70060709,13.09635781
Madhya Pradesh_Raisen,10.8724,10.3344,10.9272,11.97541667,11.18041667,8.394,12.3988,10.32,10.5204,9.6744,9.5972,9.275652174,10.06818182,10.46045455,11.18590909,10.60213064,10.87011491,10.51296412
Madhya Pradesh_Rajgarh,12.45571429,12.46714286,12.22571429,13.03285714,14.15857143,13.60857143,13.25047619,12.8252381,13.37714286,11.35,11.24571429,11.55571429,11.24947368,13.04631579,13.39473684,12.51983519,13.33455942,12.526211
Madhya Pradesh_Ratlam,14.935,13.13896552,12.58586207,13.35586207,13.49481481,15.15285714,15.9,15.47444444,15.56666667,11.24962963,15.22407407,12.5636,12.27653846,11.66961538,18.50521739,12.33437423,13.85554769,12.13438683
Madhya Pradesh_Rewa,11.72870968,11.54193548,12.06870968,14.15225806,13.29322581,12.18612903,14.87166667,12.80275862,10.83419355,9.179677419,9.972258065,12.40517241,12.54,12.77392857,11.16642857,12.80071488,12.80769676,12.73649428
Madhya Pradesh_Sagar,11.59371429,10.85742857,12.12485714,12.48142857,11.92714286,11.59257143,12.46142857,12.40228571,12.456,8.346,12.02428571,10.38,12.71028571,11.074,10.32628571,11.41266908,13.16608008,11.23497389
Madhya Pradesh_Satna,10.83393939,10.11030303,11.26121212,12.75636364,12.28333333,10.88969697,13.25575758,10.79848485,10.99818182,8.53,9.521515152,9.617272727,10.98,12.25586207,11.21931034,11.73279794,11.16333864,11.83579203
Madhya Pradesh_Sehore,16.155,14.33090909,15.06318182,14.48285714,17.02857143,9.862857143,14.6145,9.4185,13.52954545,13.07045455,13.47761905,13.18157895,15.49529412,16.68375,15.06642857,16.02632653,15.75605502,15.81524743
Madhya Pradesh_Seoni,8.604054054,7.503513514,8.274054054,8.497567568,8.950540541,7.729189189,8.08,7.747567568,8.172432432,7.488108108,7.432162162,6.993142857,8.060857143,8.115882353,8.28,7.983720398,8.655235028,8.152071879
Madhya Pradesh_Shahdol,8.212,7.76,7.470666667,9.37,9.313333333,9.072666667,9.069333333,8.194666667,8.082666667,8.111333333,8.31,9.164666667,8.959285714,10.19142857,9.336428571,9.7240799,9.292317951,9.612198285
Madhya Pradesh_Shajapur,14.83814815,13.86592593,13.07407407,12.56192308,14.37307692,9.727692308,13.58333333,11.57111111,14.49111111,13.57407407,14.99259259,9.687826087,11.67,12.46,9.964090909,12.34668903,11.38809419,12.26201448
Madhya Pradesh_Sheopur,14.19684211,15.06368421,14.38842105,16.38105263,13.47315789,14.53368421,16.91157895,14.58,13.05894737,10.67842105,11.97277778,13.86166667,13.53666667,14.83,11.879375,14.45507498,13.0712582,14.2780889
Madhya Pradesh_Shivpuri,12.10972222,12.78111111,13.04138889,13.36583333,11.25090909,12.17294118,12.92194444,11.10666667,11.22944444,8.788055556,10.14583333,11.20657143,12.22310345,13.74214286,11.37518519,13.29866678,12.23376507,13.21380792
Madhya Pradesh_Sidhi,10.8275,10.8875,10.63541667,11.39166667,12.14086957,11.98130435,12.08043478,9.709583333,9.915416667,8.660833333,8.520833333,9.647826087,10.64173913,11.2373913,10.00956522,10.25014129,11.19029219,10.46947558
Madhya Pradesh_Singrauli,9.572857143,9.61,9.402857143,10.10428571,10.24142857,9.668571429,10.53142857,9.325714286,9.3,8.84,9.306666667,9.758333333,9.373333333,11.224,11.846,10.49160707,11.39036682,10.36540399
Madhya Pradesh_Tikamgarh,9.802631579,9.886315789,10.46789474,11.09789474,7.951578947,8.008947368,10.70263158,8.999473684,10.54157895,8.234210526,8.458421053,8.868421053,11.59473684,11.43157895,9.038235294,10.963671,11.037058,10.60322002
Madhya Pradesh_Ujjain,13.03133333,13.25806452,10.71129032,12.59741935,13.88129032,14.08935484,14.16466667,12.08333333,12.96896552,10.14931034,11.61,11.52423077,12.8924,10.77833333,13.99782609,11.46878174,13.48069059,11.28749802
Madhya Pradesh_Umaria,8.113846154,7.195384615,7.378461538,8.772307692,8.064615385,8.216923077,9.036923077,7.838461538,7.383846154,7.926153846,8.753076923,9.14,8.811538462,10.19454545,8.109,9.030683748,8.423055988,9.270512496
Madhya Pradesh_Vidisha,10.2388,10.07192308,9.897307692,11.94923077,11.61961538,7.524615385,10.68038462,11.38653846,11.2796,9.180769231,9.236153846,8.334,9.852,10.1208,11.11086957,10.29995302,10.54107422,10.22604996
Madhya Pradesh_West Nimar,10.87434783,10.16043478,9.753478261,8.94826087,12.95333333,6.758636364,9.761304348,9.765217391,10.24695652,9.255,9.513181818,9.290909091,9.233333333,9.601428571,10.298,9.555786356,10.57241501,9.385756716
Maharashtra_Ahmadnagar,10.54285714,10.03816327,7.7334,8.487307692,8.257692308,12.45442308,7.321538462,7.905192308,8.861764706,7.868431373,9.097959184,12.99020833,9.412708333,10.14520833,13.23625,9.785432908,11.59333963,9.673662534
Maharashtra_Akola,15.46416667,15.6173913,15.06478261,14.04217391,14.12208333,14.57375,13.86416667,14.72291667,13.57916667,12.48608696,13.82478261,15.32913043,15.52391304,17.25136364,14.52181818,16.35567688,16.03686616,15.79075952
Maharashtra_Amravati,11.23881356,9.786666667,9.608166667,8.607457627,9.565254237,10.0059322,8.168596491,8.453859649,7.526785714,6.945471698,6.829811321,7.911632653,7.616875,9.183095238,10.22333333,8.917423486,9.665959046,8.898847644
Maharashtra_Aurangabad,11.3675,10.036,8.669,11.0595,10.285,10.353,8.237368421,11.89222222,11.63055556,9.324444444,13.18333333,12.59055556,10.80076923,12.2125,11.135,11.12214962,11.61203678,12.07538479
Maharashtra_Bhandara,9.231923077,7.76,8.781923077,8.578846154,9.568461538,9.741538462,6.952307692,7.950384615,7.774615385,7.57625,8.957083333,9.870416667,9.744583333,10.41666667,10.27541667,9.970036128,10.74089749,9.894204312
Maharashtra_Bid,9.802777778,8.026216216,7.691081081,9.012162162,8.490277778,9.639444444,5.421666667,5.710857143,6.8446875,7.191428571,9.041071429,9.207142857,8.481851852,8.964814815,10.99333333,9.116228034,10.41230997,9.018893671
Maharashtra_Buldana,9.931025641,10.64205128,8.190512821,9.202105263,9.278947368,9.603076923,7.952820513,8.897027027,8.955277778,7.005,7.230294118,9.065294118,9.020882353,9.405151515,10.5069697,9.062772397,10.63914468,9.077814732
Maharashtra_Chandrapur,8.6356,7.570769231,7.868113208,7.561320755,7.232641509,9.961153846,6.694230769,6.799615385,7.177115385,6.281428571,7.623695652,7.126222222,6.834090909,7.403409091,9.084772727,7.164086907,6.844939988,7.368794275
Maharashtra_Dhule,10.40375,10.43545455,9.315151515,8.875757576,8.82969697,9.599090909,9.821212121,9.465151515,10.67030303,8.4328125,8.45,9.518333333,9.057241379,9.798928571,12.07678571,9.592042251,11.50387114,9.631533935
Maharashtra_Garhchiroli,8.326296296,7.310357143,6.977142857,6.487857143,7.29875,7.8125,6.166727273,7.522888889,7.605454545,6.14575,7.52875,7.194102564,7.079487179,7.189189189,7.726216216,7.130003941,7.459469932,7.213154514
Maharashtra_Gondiya,8.042307692,6.828076923,8.64962963,7.995925926,8.248148148,9.02962963,6.651111111,7.227777778,7.361538462,6.1396,7.2572,8.55875,8.380833333,8.686,8.5764,8.520114126,8.172189162,8.518103269
Maharashtra_Hingoli,10.9,7.505384615,7.163076923,8.478461538,8.007692308,9.441538462,5.794615385,6.71,7.600909091,7.04,8.556666667,12.1,8.382222222,8.626666667,9.593333333,8.866203356,9.842929448,8.789015232
Maharashtra_Jalgaon,15.25627907,15.23674419,11.97139535,13.27209302,13.1227907,14.52186047,12.03976744,13.39860465,15.04261905,10.69,10.0674359,11.05820513,11.55166667,12.385,13.87296296,12.03863397,12.69107423,12.42352964
Maharashtra_Jalna,10.95870968,9.5484375,10.3809375,10.3375,9.785,10.33875,7.6846875,8.693103448,10.20517241,8.042857143,12.15285714,12.99428571,9.958,9.192105263,11.78578947,9.546433374,11.52033744,9.680933884
Maharashtra_Kolhapur,6.338,5.830857143,6.362,6.734857143,6.248857143,5.438857143,5.191428571,5.384545455,5.852424242,5.3190625,5.5765625,6.481666667,4.851333333,2.934482759,6.480689655,3.888152859,5.42735838,3.97384827
Maharashtra_Latur,14.90206897,11.57535714,11.63068966,13.85392857,12.47928571,15.96551724,12.57758621,12.30344828,11.32222222,11.03111111,13.92653846,17.42692308,14.07653846,12.9972,17.99875,13.10309101,16.68789376,13.12522136
Maharashtra_Mumbai City,3.466666667,3.89,4.096666667,2.126666667,3.673333333,3.67,3.65,3.686666667,3.016666667,2.903333333,3.4,4.566666667,3.61,4.16,4.666666667,4.092276326,4.165654414,3.969391352
Maharashtra_Mumbai Suburban,5.866666667,3.73,3.213333333,4.823333333,5.233333333,4.716666667,5.1,4.476666667,5.665,5.565,10.35,13.9,8.17,10.4,13.3,9.725462046,11.60496718,9.580901423
Maharashtra_Nagpur,8.667317073,7.25804878,7.039545455,7.089090909,7.79255814,7.2675,6.129772727,6.644545455,7.48255814,5.802380952,7.139268293,7.077073171,7.79,8.0275,8.120512821,8.004204412,8.1185235,7.952725955
Maharashtra_Nanded,8.762432432,7.415405405,8.028974359,9.486923077,8.141025641,9.918717949,7.097368421,8.540789474,8.207142857,7.437575758,9.104642857,10.43678571,9.50962963,9.712222222,9.834444444,9.491818923,10.05953658,9.559711849
Maharashtra_Nandurbar,12.45909091,11.80818182,11.85909091,11.93181818,11.94454545,10.83454545,9.778181818,8.998181818,11.47272727,10.07545455,11.71090909,12.27727273,11.79,9.775,11.446,11.49644922,11.56212116,10.52082022
Maharashtra_Nashik,9.150526316,7.708947368,6.845932203,8.106610169,7.14440678,9.698813559,6.943050847,6.68637931,8.699642857,7.199818182,7.913888889,10.08518519,8.057592593,9.053846154,12.64230769,8.883436363,11.5596538,8.907051969
Maharashtra_Osmanabad,9.4,7.6935,8.369,8.549,7.31,8.697,7.0355,8.2665,8.925,9.484444444,7.571176471,8.437647059,9.623529412,7.007647059,10.45764706,7.662644819,9.95425525,7.840512806
Maharashtra_Parbhani,10.39142857,9.278095238,9.077619048,9.786666667,9.178571429,13.1447619,7.835238095,9.6825,9.791052632,8.269444444,10.82411765,11.33071429,9.49,7.773076923,13.13,8.436171598,9.973524954,8.548863535
Maharashtra_Pune,6.790238095,6.268571429,5.432619048,5.583333333,5.710952381,6.956428571,5.656097561,5.82,7.029268293,5.634102564,5.858717949,6.549230769,6.559736842,7.159411765,7.56,6.892787798,6.606592411,7.052528917
Maharashtra_Raigarh,2.333928571,3.735357143,3.870357143,4.242142857,4.043928571,3.585357143,3.680714286,4.213214286,4.031428571,3.991071429,3.192592593,3.366296296,3.408518519,3.781851852,3.803703704,3.566220731,3.779360735,3.582284214
Maharashtra_Ratnagiri,8.334489796,5.3064,7.3204,7.899,7.1442,7.1468,7.7236,8.7332,8.4716,8.0842,7.9496,8.9666,9.8572,8.36244898,8.058541667,8.546379455,9.200063344,8.565326177
Maharashtra_Sangli,10.83677419,9.862580645,7.05483871,8.520967742,6.657419355,7.364193548,6.966774194,7.088064516,7.831290323,7.08137931,6.049615385,9.813076923,10.24791667,9.318888889,12.52055556,8.873749135,10.73187346,8.910482264
Maharashtra_Satara,7.597234043,6.833829787,6.69106383,7.549148936,6.301489362,5.933191489,5.879782609,5.957826087,6.961304348,6.702045455,6.466428571,8.273809524,7.866190476,5.311538462,7.901538462,6.231149971,6.229617254,6.757894501
Maharashtra_Sindhudurg,7.868684211,2.952105263,7.403157895,7.704736842,8.017368421,7.228157895,7.518157895,8.396842105,7.833947368,7.620263158,7.542894737,8.397368421,8.294210526,7.53,7.998611111,7.755624896,7.924139851,7.990201581
Maharashtra_Solapur,11.03953125,9.78828125,10.3675,8.4109375,8.810625,7.85328125,7.27390625,7.9653125,8.902833333,8.767627119,7.69,11.02719298,10.19767857,9.591666667,12.61092593,8.927647508,11.78516097,9.165481729
Maharashtra_Thane,4.905744681,4.97212766,4.705106383,2.329787234,4.254468085,4.442978723,3.964,4.705227273,1.986976744,3.797560976,4.510697674,4.695,4.867317073,4.722857143,5.54097561,4.705119474,4.969971224,4.727006408
Maharashtra_Wardha,9.220980392,7.524901961,7.7975,7.479622642,8.648867925,8.718113208,6.274807692,7.686470588,7.043877551,6.539782609,7.392790698,7.912682927,7.78325,7.905945946,7.98,7.93883242,8.436516948,8.00148903
Maharashtra_Washim,10.41818182,8.515,7.837727273,8.456956522,8.812608696,9.416521739,7.597391304,9.413043478,8.095652174,7.179565217,7.756086957,9.499565217,10.30086957,11.635,12.24454545,9.084330157,10.94375639,10.18537181
Maharashtra_Yavatmal,8.653461538,7.481698113,7.534464286,7.639821429,7.732857143,9.583035714,6.906785714,7.078545455,6.464363636,5.965384615,7.390425532,8.776595745,7.592765957,8.512978723,8.179565217,8.423961906,8.211571399,8.381322996
Meghalaya_East Garo Hills,2.054444444,2.116666667,1.681111111,3.074444444,2.97,2.411111111,2.584444444,3.233333333,3.591111111,3.157777778,3.392222222,3.634444444,3.824444444,3.587777778,4.26125,3.696176626,4.121683034,3.706327001
Meghalaya_East Khasi Hills,1.9875,2.435,1.8575,2.945,3.1725,3.305,4.13,3.615,2.855,4.4575,1.793333333,3.48,1.963333333,2.55,2.483333333,2.450831972,2.440196804,2.51519442
Meghalaya_Jaintia Hills,2.835,2.58,1.475,2.865,2.455,1.475,2.025,1.7,1.695,1.94,2.17,1.07,0.71,0.525,0.68,0.8246875,1.514995455,1.860882297
Meghalaya_Ri Bhoi,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1.51,1.51,1.51,1.51,1.51,1.51,1.30275,1.443440909,1.620375236
Meghalaya_South Garo Hills,3.325,3.71,2.65,3.3,5.295,5.505,5.155,4.75,4.495,4.525,7.32,3.73,3.73,3.73,3.73,4.030064301,4.388481993,3.955214693
Meghalaya_West Garo Hills,2.013636364,2.728181818,2.725,3.211,3.579,3.052727273,2.894545455,3.516363636,3.59,3.513636364,3.62,4.106,3.896666667,3.861111111,4.3325,3.885891428,4.253815085,3.840567292
Meghalaya_West Khasi Hills,1.15,1.05,0.83,1.3,1.65,1.3,1.03,1.16,0.93,1.16,0.49,0.85,0.89,0.47,0.8,0.7821,1.173907576,1.591075433
Nagaland_Dimapur,4.307777778,4.307777778,7.396666667,6.09,5.9975,5.49,7.355555556,7.355555556,8.04,7.905,7.765555556,7.794444444,7.334444444,6.598888889,7.4475,6.867427934,7.474163258,6.926872729
Nagaland_Kohima,4.23,4.23,4.23,4.23,3.31,3.98,9.17,9.17,5.37,4.665,5.57,4.63,2.225,2.225,2.225,3.452437256,2.769984257,2.471217912
Nagaland_Mokokchung,2.590769231,2.590769231,2.82,2.97,1.86,1.86,3.2,3.2,3.82,1.47,1.47,2.82,2.73,2.73,2.73,2.700281789,2.620285714,2.598820973
Nagaland_Mon,2.85,2.85,2.47,2.89,1.53,1.53,4.3,4.3,2.68,3.41,3.41,3.69,1.22,1.22,1.22,1.863257154,2.332050363,1.975982922
Odisha_Anugul,6.422,5.828,6.439142857,6.209428571,6.850571429,6.306571429,6.275142857,5.950294118,6.037878788,5.697272727,5.55030303,6.420606061,5.924545455,5.3103125,5.082903226,5.5289992,5.747432842,5.603980041
Odisha_Balangir,5.203513514,5.337567568,5.663513514,5.540810811,5.667567568,5.719189189,4.814594595,5.219459459,4.971621622,4.444324324,4.846756757,4.55,4.82137931,3.985555556,4.2212,4.407232785,4.901984403,4.58912666
Odisha_Baleshwar,4.142142857,4.93,4.411071429,5.156785714,4.265,4.468571429,4.094285714,6.916785714,7.077142857,5.156428571,4.861785714,4.045416667,3.496315789,3.112352941,4.338333333,4.208946518,4.340907047,4.022078778
Odisha_Bargarh,4.147446809,5.407446809,4.361304348,4.497446809,4.55212766,4.762553191,3.94787234,3.647173913,3.387555556,2.90725,2.989,2.823333333,2.959259259,2.665769231,2.8396,2.818149708,2.820609735,2.845687634
Odisha_Bauda,6.058846154,5.676923077,5.454,5.345,6.463461538,6.433076923,6.282692308,5.984615385,5.315384615,4.741923077,5.303076923,4.11,5.8776,5.40875,4.420869565,5.338651083,5.424225881,5.358965865
Odisha_Bhadrak,3.644285714,4.704666667,4.066666667,3.702666667,3.6,3.946666667,3.832,5.744,7.049285714,4.559333333,3.823333333,3.53,3.636363636,3.36125,3.8425,3.368588499,3.947717902,3.500751712
Odisha_Cuttack,3.602432432,3.860540541,3.834571429,4.073243243,4.225405405,4.00972973,3.833783784,3.703513514,3.998378378,3.866388889,3.299411765,3.9059375,4.113125,4.2632,4.288095238,4.142590649,4.258569755,4.158264692
Odisha_Debagarh,6.865,7.22,6.72,5.54,6.553333333,6.33,6.02,5.336666667,6.333333333,5.316666667,5.316666667,7.216666667,7.14,5.853333333,5.346666667,6.208881381,5.565413553,6.272357751
Odisha_Dhenkanal,6.173589744,6.321282051,6.218461538,5.924615385,6.394102564,6.240789474,6.038157895,6.153157895,6.174102564,5.495384615,5.519210526,6.11030303,6.523939394,5.936363636,5.0109375,6.200433296,5.28381832,6.283164437
Odisha_Gajapati,6.821333333,6.070666667,6.357333333,5.522,5.010666667,6.515333333,5.22,6.451538462,6.791,5.335,5.221666667,5.0025,5.720909091,5.420909091,3.85,5.401289307,4.34702793,5.402235198
Odisha_Ganjam,5.287126437,4.880229885,4.93,5.813103448,5.274022989,5.165402299,3.982413793,5.246781609,5.032988506,4.197471264,4.268275862,3.856463415,4.815432099,3.499746835,2.722692308,4.675259171,4.73848692,4.466342697
Odisha_Jagatsinghapur,2.625,3.094166667,2.3375,2.625833333,2.611666667,2.681666667,2.22,2.420833333,3.276363636,3.556,2.259,2.965,2.591,2.17125,1.918571429,2.370465186,1.969728625,2.342326551
Odisha_Jajapur,3.522,3.424583333,3.3275,3.6672,5.262,4.39,4.0844,3.574,5.725,4.923913043,4.146363636,3.737142857,3.414210526,3.861764706,3.805833333,3.808771879,4.255698232,3.802453005
Odisha_Jharsuguda,5.465714286,6.1,6.694285714,5.988571429,6.085714286,5.902857143,5.744285714,5.161428571,5.254285714,4.882857143,5.766666667,4.95,6.158333333,5.453333333,4.768333333,5.496667271,5.568206047,5.617855686
Odisha_Kalahandi,4.969302326,5.030465116,4.930232558,4.746046512,5.417209302,5.442093023,4.017209302,4.922790698,4.65255814,4.460952381,4.365,5.89,5.852,5.099285714,4.986785714,5.209385261,5.119326918,5.196439677
Odisha_Kandhamal,8.961875,7.8578125,5.964375,8.1946875,8.12125,8.266129032,8.166666667,5.8,6.5,6.5,6.5,6.209050582,6.392105263,6.9072,6.4064,6.938484995,6.480350813,6.899274561
Odisha_Kendrapara,2.865,3.104,2.724444444,3.185555556,3.291111111,2.977777778,2.768888889,2.482222222,3.604,3.647,2.79,2.53,2.523,1.7625,1.853333333,1.981264866,1.995314158,2.294346807
Odisha_Kendujhar,6.05627451,5.576078431,5.565882353,6.282941176,6.583529412,6.938431373,6.3076,5.94,7.16212766,5.387021277,5.478297872,5.444565217,5.693255814,4.609285714,3.922682927,4.865218164,4.994785075,4.913695283
Odisha_Khordha,6.26875,6.09375,5.7225,5.56125,6.1725,6.161875,5.5425,5.805,6.0525,6.403333333,6.135714286,6.571428571,6.105714286,5.393846154,5.29,5.850844825,5.795684453,5.853551274
Odisha_Koraput,6.327272727,5.334186047,5.683181818,5.731818182,6.237380952,6.286585366,4.92275,6.22,5.151794872,5.212820513,4.888684211,5.203947368,5.308648649,5.707272727,5.587575758,5.597377196,5.492527793,5.537106195
Odisha_Malkangiri,5.65,5.232941176,4.823529412,4.387647059,5.44125,5.548235294,4.395882353,4.576875,3.655714286,3.881538462,3.045,2.9075,2.927272727,6.15,4.75,4.732385859,4.86836196,4.777802012
Odisha_Mayurbhanj,7.254375,7.42875,7.748125,7.60203125,7.192539683,7.45483871,6.914677419,7.542666667,7.8445,5.999322034,6.288333333,6.093584906,6.800816327,5.684893617,5.018085106,6.11980587,5.49239963,6.451402469
Odisha_Nabarangapur,6.003529412,6.736470588,5.831176471,6.148823529,6.555882353,6.847647059,4.632941176,5.701176471,5.13,4.598125,3.300769231,4.6,5.296428571,5.406666667,5.14,5.335162985,5.099548093,5.311421905
Odisha_Nayagarh,5.373076923,5.238461538,4.881538462,4.791538462,5.692307692,5.913846154,5.198461538,5.643846154,5.919230769,4.39,5.928461538,5.639166667,6.1625,5.0325,4.396666667,5.482140288,5.687758741,5.54848309
Odisha_Nuapada,5.732857143,5.452857143,6.190714286,5.557857143,6.577142857,6.652857143,5.68,5.583571429,5.517857143,4.331666667,4.543636364,4.99,5.729,4.698,4.419,4.976155994,4.624883281,4.832636248
Odisha_Puri,2.573513514,2.548888889,2.561388889,2.504705882,2.769428571,2.914,2.749714286,2.854054054,3.119189189,3.041891892,2.756363636,3.286666667,2.803,2.252857143,2.389259259,2.64904316,2.379835534,2.403221393
Odisha_Rayagada,5.693125,5.26375,4.7275,4.765625,5.281875,5.2325,4.87,5.063333333,5.016666667,4.964166667,3.926666667,5.255833333,5.622727273,5.309,5.199,5.279611003,5.177757599,5.26320755
Odisha_Sambalpur,6.106285714,5.922285714,5.567714286,5.306285714,5.866857143,6.177428571,6.046857143,5.545142857,5.430285714,4.984,5.353125,5.518666667,5.665862069,5.565862069,5.246896552,5.500517829,5.395790017,5.426973935
Odisha_Subarnapur,4.36826087,3.910833333,4.817916667,4.780833333,4.220833333,3.85125,3.59875,4.15625,3.278333333,3.295416667,3.495454545,3.852631579,4.375555556,3.674736842,3.873157895,3.818791003,4.235785655,3.971266955
Odisha_Sundargarh,6.766571429,6.59,7.1,6.166285714,6.248857143,7.517714286,7.395714286,6.704,6.801875,6.095,5.717083333,6.180434783,6.987083333,5.940833333,6.267826087,6.248817715,6.204454051,6.348995308
Puducherry_Karaikal,5.976666667,2.51,2.703333333,2.116666667,2.28,2.553333333,2.703333333,1.036666667,4.94,4.94,3.08,2.293333333,4.986666667,4.436666667,4.636666667,4.429489114,4.855460979,4.436487351
Puducherry_Puducherry,10.18,6.326666667,8.091666667,7.795,7.815,7.33,6.87,6.556666667,6.291666667,6.863333333,7.468333333,8.495,8.146666667,8.316666667,9.791666667,8.113104696,8.9830005,8.400837652
Puducherry_Yanam,2.68,2.17,2.41,2.15,2.82,2.3,2,2.67,1.96,2,2.13,1.67,2.33,2.3,2.12,2.041021154,2.104122571,2.101165087
Punjab_Amritsar,9.994,10.366,9.946,10.23,10.298,11.72,11.822,12.272,12.246,12.32,12.47,13.18666667,12.4,13.81666667,13.99,13.33472795,14.03164785,13.62415516
Punjab_Barnala,17.91166667,17.52833333,19.27833333,20.48166667,21.76333333,23.615,22.86142857,23.49166667,24.10833333,25.426,27.08666667,28.16,28.72666667,29.07333333,39.67,29.6891789,37.17020143,30.33670166
Punjab_Bathinda,9.88173913,9.874782609,10.2873913,10.75272727,10.77652174,11.46875,11.58708333,11.67375,12.01478261,11.66,13.14521739,13.31090909,14.37363636,15.00238095,16.30190476,13.78560723,15.45865229,13.94471004
Punjab_Faridkot,6.877142857,6.61,6.192857143,6.988571429,7.161428571,7.462857143,7.531428571,7.365714286,7.787142857,7.848571429,7.801428571,8.008571429,8.708571429,8.765714286,9.244285714,8.586415692,8.275989121,8.543736385
Punjab_Fatehgarh Sahib,18.475,19.24,20.8575,22.02,21.4975,22.205,22.985,22.585,23.035,22.7325,28.25333333,27.24666667,29.72,30.44333333,31.26,29.64898069,32.43467015,28.83798703
Punjab_Firozpur,4.224285714,4.106,3.616666667,3.462666667,3.023571429,3.882857143,3.326153846,2.883846154,2.84,2.596923077,2.839230769,2.824615385,3.205833333,2.92,3.186666667,2.955301651,3.623857573,3.015074491
Punjab_Gurdaspur,7.807916667,8.287826087,8.026521739,7.955217391,8.076956522,8.114347826,7.93,8.076521739,7.960833333,6.957391304,6.955,8.2135,8.2075,8.278,7.69,8.131810537,8.60110524,8.263032164
